Mod:Item:MetaData, Localized Name
geology:rock_plutonic:10, Kimberlite
geology:rock_sedimentary:0, Limestone
geology:rock_sedimentary:1, Chalk
geology:rock_sedimentary:2, Dolomite
geology:rock_sedimentary:3, Marlstone
geology:rock_sedimentary:4, Shale
geology:rock_sedimentary:5, Claystone
geology:rock_sedimentary:6, Mudstone
geology:rock_sedimentary:7, Siltstone
geology:rock_sedimentary:8, Sandstone
geology:rock_sedimentary:9, Red Sandstone
geology:rock_sedimentary:10, Conglomerate
geology:rock_sedimentary:11, Graywacke
geology:rock_volcanic_cracked:0, Cracked Rhyolite
geology:rock_volcanic_cracked:1, Cracked Dacite
geology:rock_volcanic_cracked:2, Cracked Andesite
geology:rock_volcanic_cracked:3, Cracked Basaltic Andesite
geology:rock_volcanic_cracked:4, Cracked Basalt
geology:rock_volcanic_cracked:5, Cracked Picrite
geology:rock_volcanic_cracked:6, Cracked Obsidian
geology:rock_volcanic_cracked:7, Cracked Amygdaloidal Basalt
geology:rock_volcanic_cracked:8, Cracked Komatiite
geology:rock_plutonic_cracked:0, Cracked Granite
geology:rock_plutonic_cracked:1, Cracked Granodiorite
geology:rock_plutonic_cracked:2, Cracked Diorite
geology:rock_plutonic_cracked:3, Cracked Gabbro
geology:rock_plutonic_cracked:4, Cracked Peridotite
geology:rock_plutonic_cracked:5, Cracked Anorthosite
geology:rock_plutonic_cracked:6, Cracked Diabase
geology:rock_plutonic_cracked:7, Cracked Norite
geology:rock_plutonic_cracked:8, Cracked Troctolite
geology:rock_plutonic_cracked:9, Cracked Dunite
geology:rock_plutonic_cracked:10, Cracked Kimberlite
geology:rock_sedimentary_cracked:0, Cracked Limestone
geology:rock_sedimentary_cracked:1, Cracked Chalk
geology:rock_sedimentary_cracked:2, Cracked Dolomite
geology:rock_sedimentary_cracked:3, Cracked Marlstone
geology:rock_sedimentary_cracked:4, Cracked Shale
geology:rock_sedimentary_cracked:5, Cracked Claystone
geology:rock_sedimentary_cracked:6, Cracked Mudstone
geology:rock_sedimentary_cracked:7, Cracked Siltstone
geology:rock_sedimentary_cracked:8, Cracked Sandstone
geology:rock_sedimentary_cracked:9, Cracked Red Sandstone
geology:rock_sedimentary_cracked:10, Cracked Conglomerate
geology:rock_sedimentary_cracked:11, Cracked Graywacke
geology:rock_volcanic_polished:0, Polished Rhyolite
geology:rock_volcanic_polished:1, Polished Dacite
geology:rock_volcanic_polished:2, Polished Andesite
geology:rock_volcanic_polished:3, Polished Basaltic Andesite
geology:rock_volcanic_polished:4, Polished Basalt
geology:rock_volcanic_polished:5, Polished Picrite
geology:rock_volcanic_polished:6, Polished Obsidian
geology:rock_volcanic_polished:7, Polished Amygdaloidal Basalt
geology:rock_volcanic_polished:8, Polished Komatiite
geology:rock_plutonic_polished:0, Polished Granite
geology:rock_plutonic_polished:1, Polished Granodiorite
geology:rock_plutonic_polished:2, Polished Diorite
geology:rock_plutonic_polished:3, Polished Gabbro
geology:rock_plutonic_polished:4, Polished Peridotite
geology:rock_plutonic_polished:5, Polished Anorthosite
geology:rock_plutonic_polished:6, Polished Diabase
geology:rock_plutonic_polished:7, Polished Norite
geology:rock_plutonic_polished:8, Polished Troctolite
geology:rock_plutonic_polished:9, Polished Dunite
geology:rock_plutonic_polished:10, Polished Kimberlite
geology:rock_sedimentary_polished:0, Polished Limestone
geology:rock_sedimentary_polished:1, Polished Chalk
geology:rock_sedimentary_polished:2, Polished Dolomite
geology:rock_sedimentary_polished:3, Polished Marlstone
geology:rock_sedimentary_polished:4, Polished Shale
geology:rock_sedimentary_polished:5, Polished Claystone
geology:rock_sedimentary_polished:6, Polished Mudstone
geology:rock_sedimentary_polished:7, Polished Siltstone
geology:rock_sedimentary_polished:8, Polished Sandstone
geology:rock_sedimentary_polished:9, Polished Red Sandstone
geology:rock_sedimentary_polished:10, Polished Conglomerate
geology:rock_sedimentary_polished:11, Polished Graywacke
geology:rock_volcanic_bricks:0, Rhyolite Bricks
geology:rock_volcanic_bricks:1, Dacite Bricks
geology:rock_volcanic_bricks:2, Andesite Bricks
geology:rock_volcanic_bricks:3, Basaltic Andesite Bricks
geology:rock_volcanic_bricks:4, Basalt Bricks
geology:rock_volcanic_bricks:5, Picrite Bricks
geology:rock_volcanic_bricks:6, Obsidian Bricks
geology:rock_volcanic_bricks:7, Amygdaloidal Basalt Bricks
geology:rock_volcanic_bricks:8, Komatiite Bricks
geology:rock_plutonic_bricks:0, Granite Bricks
geology:rock_plutonic_bricks:1, Granodiorite Bricks
geology:rock_plutonic_bricks:2, Diorite Bricks
geology:rock_plutonic_bricks:3, Gabbro Bricks
geology:rock_plutonic_bricks:4, Peridotite Bricks
geology:rock_plutonic_bricks:5, Anorthosite Bricks
geology:rock_plutonic_bricks:6, Diabase Bricks
geology:rock_plutonic_bricks:7, Norite Bricks
geology:rock_plutonic_bricks:8, Troctolite Bricks
geology:rock_plutonic_bricks:9, Dunite Bricks
geology:rock_plutonic_bricks:10, Kimberlite Bricks
geology:rock_sedimentary_bricks:0, Limestone Bricks
geology:rock_sedimentary_bricks:1, Chalk Bricks
geology:rock_sedimentary_bricks:2, Dolomite Bricks
geology:rock_sedimentary_bricks:3, Marlstone Bricks
geology:rock_sedimentary_bricks:4, Shale Bricks
geology:rock_sedimentary_bricks:5, Claystone Bricks
geology:rock_sedimentary_bricks:6, Mudstone Bricks
geology:rock_sedimentary_bricks:7, Siltstone Bricks
geology:rock_sedimentary_bricks:8, Sandstone Bricks
geology:rock_sedimentary_bricks:9, Red Sandstone Bricks
geology:rock_sedimentary_bricks:10, Conglomerate Bricks
geology:rock_sedimentary_bricks:11, Graywacke Bricks
geology:rock_volcanic_boulder:0, Rhyolite Boulder
geology:rock_volcanic_boulder:1, Dacite Boulder
geology:rock_volcanic_boulder:2, Andesite Boulder
geology:rock_volcanic_boulder:3, Basaltic Andesite Boulder
geology:rock_volcanic_boulder:4, Basalt Boulder
geology:rock_volcanic_boulder:5, Picrite Boulder
geology:rock_volcanic_boulder:6, Obsidian Boulder
geology:rock_volcanic_boulder:7, Amygdaloidal Basalt Boulder
geology:rock_volcanic_boulder:8, Komatiite Boulder
geology:rock_plutonic_boulder:0, Granite Boulder
geology:rock_plutonic_boulder:1, Granodiorite Boulder
geology:rock_plutonic_boulder:2, Diorite Boulder
geology:rock_plutonic_boulder:3, Gabbro Boulder
geology:rock_plutonic_boulder:4, Peridotite Boulder
geology:rock_plutonic_boulder:5, Anorthosite Boulder
geology:rock_plutonic_boulder:6, Diabase Boulder
geology:rock_plutonic_boulder:7, Norite Boulder
geology:rock_plutonic_boulder:8, Troctolite Boulder
geology:rock_plutonic_boulder:9, Dunite Boulder
geology:rock_plutonic_boulder:10, Kimberlite Boulder
geology:rock_sedimentary_boulder:0, Limestone Boulder
geology:rock_sedimentary_boulder:1, Chalk Boulder
geology:rock_sedimentary_boulder:2, Dolomite Boulder
geology:rock_sedimentary_boulder:3, Marlstone Boulder
geology:rock_sedimentary_boulder:4, Shale Boulder
geology:rock_sedimentary_boulder:5, Claystone Boulder
geology:rock_sedimentary_boulder:6, Mudstone Boulder
geology:rock_sedimentary_boulder:7, Siltstone Boulder
geology:rock_sedimentary_boulder:8, Sandstone Boulder
geology:rock_sedimentary_boulder:9, Red Sandstone Boulder
geology:rock_sedimentary_boulder:10, Conglomerate Boulder
geology:rock_sedimentary_boulder:11, Graywacke Boulder
sereneseasons:greenhouse_glass:0, Greenhouse Glass
sereneseasons:season_sensor_spring:0, Season Sensor
sereneseasons:season_sensor_summer:0, Season Sensor
sereneseasons:season_sensor_autumn:0, Season Sensor
sereneseasons:season_sensor_winter:0, Season Sensor
sereneseasons:ss_icon, SS Icon
sereneseasons:season_clock, Season Clock
infilter:infilter_block_infilter:0, §5Infinite Filter
malisisdoors:wood_sliding_door, Wooden Glass Door
malisisdoors:iron_sliding_door, Iron Glass Door
malisisdoors:jail_door, Jail Door
malisisdoors:laboratory_door, Laboratory Door
malisisdoors:factory_door, Factory Door
malisisdoors:shoji_door, Shoji Door
malisisdoors:curtain_white, White Curtain
malisisdoors:curtain_orange, Orange Curtain
malisisdoors:curtain_magenta, Magenta Curtain
malisisdoors:curtain_light_blue, Light Blue Curtain
malisisdoors:curtain_yellow, Yellow Curtain
malisisdoors:curtain_lime, Lime Curtain
malisisdoors:curtain_pink, Pink Curtain
malisisdoors:curtain_gray, Gray Curtain
malisisdoors:curtain_silver, SilverCurtain
malisisdoors:curtain_cyan, Cyan Curtain
malisisdoors:curtain_purple, Purple Curtain
malisisdoors:curtain_blue, Blue Curtain
malisisdoors:curtain_brown, Brown Curtain
malisisdoors:curtain_green, Green Curtain
malisisdoors:curtain_red, Red Curtain
malisisdoors:curtain_black, Black Curtain
malisisdoors:customdooritem, Custom Door
malisisdoors:saloon, Saloon Door
malisisdoors:sliding_trapdoor, Sliding Trapdoor
malisisdoors:trapdoor_acacia, Acacia Trapdoor
malisisdoors:trapdoor_birch, Birch Trapdoor
malisisdoors:trapdoor_dark_oak, Dark Oak Trapdoor
malisisdoors:trapdoor_jungle, Jungle Trapdoor
malisisdoors:trapdoor_spruce, Spruce Trapdoor
malisisdoors:camofencegate, Camo Fence Gate
malisisdoors:verticalhatch, Reinforced Door
malisisdoors:garage_door, Garage Door
malisisdoors:carriage_door, Carriage Door
malisisdoors:medieval_door, Medieval Door
malisisdoors:big_door_oak_3x3, Large Oak Double Doors
malisisdoors:big_door_spruce_3x3, Large Spruce Double Doors
malisisdoors:big_door_birch_3x3, Large Birch Double Doors
malisisdoors:big_door_jungle_3x3, Large Jungle Double Doors
malisisdoors:big_door_acacia_3x3, Large Acacia Double Doors
malisisdoors:big_door_dark_oak_3x3, Large Dark Oak Double Doors
malisisdoors:big_door_iron_3x3, Large Iron Double Doors
malisisdoors:big_door_rusty_3x3, Large Rusty Iron Double Doors
malisisdoors:rustyhatch, Rusty Hatch
malisisdoors:rustyhandle, Rusty Handle
malisisdoors:rustyladder, Rusty Ladder
malisisdoors:door_factory, Door Factory
malisisdoors:forcefielditem, Forcefield Controller
malisisdoors:hitechdoor, Hi-tech Door
opencomputers:adapter:0, Adapter
opencomputers:assembler:0, Electronics Assembler
opencomputers:cable:0, Cable
opencomputers:capacitor:0, Capacitor
opencomputers:case1:0, Computer Case (Tier 1)
opencomputers:case3:0, Computer Case (Tier 3)
opencomputers:case2:0, Computer Case (Tier 2)
opencomputers:chameliumblock:0, Block of Chamelium
opencomputers:charger:0, Charger
opencomputers:disassembler:0, Disassembler
opencomputers:diskdrive:0, Disk Drive
opencomputers:geolyzer:0, Geolyzer
opencomputers:hologram1:0, Hologram Projector (Tier 1)
opencomputers:hologram2:0, Hologram Projector (Tier 2)
opencomputers:keyboard:0, Keyboard
opencomputers:motionsensor:0, Motion Sensor
opencomputers:powerconverter:0, Power Converter
opencomputers:powerdistributor:0, Power Distributor
opencomputers:printer:0, 3D Printer
opencomputers:raid:0, Raid
opencomputers:redstone:0, Redstone I/O
opencomputers:relay:0, Relay
opencomputers:screen1:0, Screen (Tier 1)
opencomputers:screen3:0, Screen (Tier 3)
opencomputers:screen2:0, Screen (Tier 2)
opencomputers:rack:0, Rack
opencomputers:waypoint:0, Waypoint
opencomputers:casecreative:0, Computer Case (Creative)
opencomputers:microcontroller:0, Microcontroller
opencomputers:print:0, 3D Print
opencomputers:robotafterimage:0, Robot
opencomputers:robot:0, robot.name
opencomputers:endstone:0, End Stone
opencomputers:netsplitter:0, Net Splitter
opencomputers:transposer:0, Transposer
opencomputers:carpetedcapacitor:0, Carpeted Capacitor
opencomputers:material:1, Grog
opencomputers:material:10, Arithmetic Logic Unit (ALU)
opencomputers:material:15, Arrow Keys
opencomputers:material:14, Button Group
opencomputers:material:5, Card Base
opencomputers:material:28, Chamelium
opencomputers:material:3, Circuit Board
opencomputers:material:11, Control Unit (CU)
opencomputers:material:0, Cutting Wire
opencomputers:material:29, Diamond Chip
opencomputers:material:12, Disk Platter
opencomputers:material:23, Drone Case (Tier 1)
opencomputers:material:24, Drone Case (Tier 2)
opencomputers:material:25, Drone Case (Creative)
opencomputers:material:27, Ink Cartridge
opencomputers:material:26, Ink Cartridge (Empty)
opencomputers:material:13, Interweb
opencomputers:material:7, Microchip (Tier 1)
opencomputers:material:8, Microchip (Tier 2)
opencomputers:material:9, Microchip (Tier 3)
opencomputers:material:20, Microcontroller Case (Tier 1)
opencomputers:material:21, Microcontroller Case (Tier 2)
opencomputers:material:22, Microcontroller Case (Creative)
opencomputers:material:16, Numeric Keypad
opencomputers:material:4, Printed Circuit Board (PCB)
opencomputers:material:2, Raw Circuit Board
opencomputers:material:17, Tablet Case (Tier 1)
opencomputers:material:18, Tablet Case (Tier 2)
opencomputers:material:19, Tablet Case (Creative)
opencomputers:material:6, Transistor
opencomputers:tool:0, Analyzer
opencomputers:tool:1, Network Debugger
opencomputers:tool:4, OpenComputers Manual
opencomputers:tool:5, Nanomachines
opencomputers:tool:2, Remote Terminal
opencomputers:tool:3, Texture Picker
opencomputers:wrench, Scrench
opencomputers:hoverboots, Hover Boots
opencomputers:component:16, Accelerated Processing Unit (APU) (Tier 2)
opencomputers:component:17, Accelerated Processing Unit (APU) (Tier 3)
opencomputers:component:18, Accelerated Processing Unit (APU) (Creative)
opencomputers:component:3, Component Bus (Tier 1)
opencomputers:component:4, Component Bus (Tier 2)
opencomputers:component:5, Component Bus (Tier 3)
opencomputers:component:0, Central Processing Unit (CPU) (Tier 1)
opencomputers:component:1, Central Processing Unit (CPU) (Tier 2)
opencomputers:component:2, Central Processing Unit (CPU) (Tier 3)
opencomputers:component:20, Disk Drive
opencomputers:component:6, Memory (Tier 1)
opencomputers:component:7, Memory (Tier 1.5)
opencomputers:component:8, Memory (Tier 2)
opencomputers:component:9, Memory (Tier 2.5)
opencomputers:component:10, Memory (Tier 3)
opencomputers:component:11, Memory (Tier 3.5)
opencomputers:component:13, Server (Tier 1)
opencomputers:component:14, Server (Tier 2)
opencomputers:component:15, Server (Tier 3)
opencomputers:component:12, Server (Creative)
opencomputers:component:19, Terminal Server
opencomputers:card:10, Data Card (Tier 1)
opencomputers:card:11, Data Card (Tier 2)
opencomputers:card:12, Data Card (Tier 3)
opencomputers:card:0, Debug Card
opencomputers:card:1, Graphics Card (Tier 1)
opencomputers:card:2, Graphics Card (Tier 2)
opencomputers:card:3, Graphics Card (Tier 3)
opencomputers:card:8, Internet Card
opencomputers:card:9, Linked Card
opencomputers:card:6, Network Card
opencomputers:card:4, Redstone Card (Tier 1)
opencomputers:card:7, Wireless Network Card (Tier 2)
opencomputers:upgrade:32, Component Bus (Creative)
opencomputers:upgrade:0, Angel Upgrade
opencomputers:upgrade:1, Battery Upgrade (Tier 1)
opencomputers:upgrade:2, Battery Upgrade (Tier 2)
opencomputers:upgrade:3, Battery Upgrade (Tier 3)
opencomputers:upgrade:4, Chunkloader Upgrade
opencomputers:upgrade:5, Card Container (Tier 1)
opencomputers:upgrade:6, Card Container (Tier 2)
opencomputers:upgrade:7, Card Container (Tier 3)
opencomputers:upgrade:8, Upgrade Container (Tier 1)
opencomputers:upgrade:9, Upgrade Container (Tier 2)
opencomputers:upgrade:10, Upgrade Container (Tier 3)
opencomputers:upgrade:11, Crafting Upgrade
opencomputers:upgrade:12, Database Upgrade (Tier 1)
opencomputers:upgrade:13, Database Upgrade (Tier 2)
opencomputers:upgrade:14, Database Upgrade (Tier 3)
opencomputers:upgrade:15, Experience Upgrade
opencomputers:upgrade:16, Generator Upgrade
opencomputers:upgrade:27, Hover Upgrade (Tier 1)
opencomputers:upgrade:28, Hover Upgrade (Tier 2)
opencomputers:upgrade:17, Inventory Upgrade
opencomputers:upgrade:18, Inventory Controller Upgrade
opencomputers:upgrade:26, Leash Upgrade
opencomputers:upgrade:30, MFU
opencomputers:upgrade:19, Navigation Upgrade
opencomputers:upgrade:20, Piston Upgrade
opencomputers:upgrade:21, Sign I/O Upgrade
opencomputers:upgrade:22, Solar Generator Upgrade
opencomputers:upgrade:33, Sticky Piston Upgrade
opencomputers:upgrade:23, Tank Upgrade
opencomputers:upgrade:24, Tank Controller Upgrade
opencomputers:upgrade:25, Tractor Beam Upgrade
opencomputers:upgrade:29, Trading Upgrade
opencomputers:upgrade:31, Wireless Network Card (Tier 1)
opencomputers:storage:0, EEPROM
opencomputers:storage:1, Floppy Disk
opencomputers:storage:2, Hard Disk Drive (Tier 1) (1MB)
opencomputers:storage:3, Hard Disk Drive (Tier 2) (2MB)
opencomputers:storage:4, Hard Disk Drive (Tier 3) (4MB)
opencomputers:misc:1, Crecopter
opencomputers:misc:0, Microcontroller
opencomputers:misc:0, Creatix
opencomputers:misc:0, Tablet
opencomputers:misc:0, Hover Boots
opencomputers:misc:0, EEPROM (Lua BIOS)
openblocks:ladder, Jaded Ladder
openblocks:guide, Building Guide
openblocks:builder_guide, Enhanced Building Guide
openblocks:elevator:0, Elevator
openblocks:elevator:1, Elevator
openblocks:elevator:2, Elevator
openblocks:elevator:3, Elevator
openblocks:elevator:4, Elevator
openblocks:elevator:5, Elevator
openblocks:elevator:6, Elevator
openblocks:elevator:7, Elevator
openblocks:elevator:8, Elevator
openblocks:elevator:9, Elevator
openblocks:elevator:10, Elevator
openblocks:elevator:11, Elevator
openblocks:elevator:12, Elevator
openblocks:elevator:13, Elevator
openblocks:elevator:14, Elevator
openblocks:elevator:15, Elevator
openblocks:elevator_rotating:0, Rotating Elevator
openblocks:elevator_rotating:1, Rotating Elevator
openblocks:elevator_rotating:2, Rotating Elevator
openblocks:elevator_rotating:3, Rotating Elevator
openblocks:elevator_rotating:4, Rotating Elevator
openblocks:elevator_rotating:5, Rotating Elevator
openblocks:elevator_rotating:6, Rotating Elevator
openblocks:elevator_rotating:7, Rotating Elevator
openblocks:elevator_rotating:8, Rotating Elevator
openblocks:elevator_rotating:9, Rotating Elevator
openblocks:elevator_rotating:10, Rotating Elevator
openblocks:elevator_rotating:11, Rotating Elevator
openblocks:elevator_rotating:12, Rotating Elevator
openblocks:elevator_rotating:13, Rotating Elevator
openblocks:elevator_rotating:14, Rotating Elevator
openblocks:elevator_rotating:15, Rotating Elevator
openblocks:heal, Healer
openblocks:target, Target
openblocks:flag:5, Flag
openblocks:tank, Tank
openblocks:trophy, Trophy
openblocks:beartrap, Bear Trap
openblocks:sprinkler, Sprinkler
openblocks:cannon, Item Cannon
openblocks:vacuum_hopper, Vacuum Hopper
openblocks:sponge, Sponge
openblocks:big_button, Stone Big Button
openblocks:big_button_wood, Wooden Big Button
openblocks:imaginary:0, Magic Pencil
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
